team1_seed,team2_seed,team1_dis(km),team2_dis(km),team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_adjtempo,team1_adjoe,team1_adjde,team2_adjtempo,team2_adjoe,team2_adjde,team1_outcome,game_id
5,4,1783.408855,3133.33654,1,5,0,1,0,0,125,45,355,199,27,6,27,6,8,16,3,9,1,5,271,105,625,233,26,9,26,9,50.4745,37.7745,71.2885,9.6365,43.1107,31.1278,67.8694,6.9888,37.0793,35.9848,64.8873,53.2775,0.1018,0.0872,47.1576,31.7872,68.7651,12.7561,42.234,30.2778,66.3185,9.3023,32.135,32.2436,55.244,52.8588,0.1297,0.1043,66.7071,108.7232,91.0953,67.6443,102.4523,86.5164,0,2012-1257-1307
3,6,562.7908716,290.0210885,3,3,1,1,0,0,94,44,108,61,25,7,25,7,0,0,0,0,0,0,30,1,30,1,30,1,30,1,49.9652,33.7248,72.0818,8.7707,44.4285,31.6024,68.5127,10.4384,29.3163,32.6392,63.1121,58.1227,0.1226,0.1008,50.4425,39.5264,72.2144,10.9694,46.3435,29.1572,66.8449,7.9646,35.0575,27.1827,50.274,46.3596,0.1198,0.0968,71.3801,109.9601,92.5226,66.0823,107.9331,93.6065,1,2012-1266-1293
7,2,3062.511968,260.1777236,12,12,4,4,0,0,341,89,341,89,25,6,25,6,5,9,3,4,1,1,217,64,319,95,27,7,27,7,51.8771,38.0531,71.6065,8.5297,46.5475,30.9859,67.3152,7.0819,32.5273,34.1711,55.2855,48.3787,0.1012,0.1048,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,65.924,109.6611,94.0504,67.907,116.1609,89.8828,0,2012-1326-1211
1,8,431.3656137,1420.922031,28,28,14,14,3,3,887,303,887,303,31,2,31,2,3,3,1,1,0,0,116,53,116,53,21,10,21,10,51.9489,34.8802,69.8166,19.3622,42.5209,31.4592,67.6056,6.7204,30.9833,36.1919,56.0636,62.5157,0.1393,0.0804,48.2732,33.5165,67.0839,12.8013,44.7215,32.5411,68.9466,8.2118,29.5295,31.2571,57.6355,52.095,0.0892,0.107,65.8899,113.5377,90.5279,67.2175,108.6262,91.8746,1,2012-1393-1243
4,5,1723.788896,1790.602422,10,10,4,4,0,0,266,100,296,127,24,9,24,9,5,7,2,2,0,0,260,158,383,221,24,10,24,10,46.5455,36.7742,73.913,9.1304,41.9565,29.385,68.2657,7.6364,41.3333,24.1341,53.7014,40.3955,0.0851,0.0724,51.1957,38.7626,69.8701,10.3746,47.1902,30.8846,70.017,11.3375,41.2285,32.4574,51.7514,47.0383,0.0897,0.1053,58.9637,109.6301,89.7243,65.5869,113.3553,93.8392,1,2012-1458-1435
3,6,677.5492779,385.4055788,3,6,1,2,0,0,200,126,400,336,24,9,24,9,1,3,0,0,0,0,111,87,180,111,24,10,24,10,50.3811,35.3519,70.7025,17.04,42.24,30.9091,71.5134,8.689,31.7733,36.3868,48.6887,49.3992,0.1107,0.1123,46.4011,34.076,64.3857,11.955,45.1477,32.2933,68.4502,8.3857,34.7767,31.0713,51.8398,54.7703,0.1239,0.0831,67.6574,106.6959,90.3305,63.7372,107.6492,93.3723,0,2012-1153-1199
7,15,1782.689874,1768.853611,11,11,5,5,3,3,383,157,418,177,23,10,23,10,0,0,0,0,0,0,77,81,77,81,25,9,25,9,53.0875,38.0192,71.2857,8.8842,46.1265,34.1906,69.2557,9.3482,44.6081,31.9632,56.4549,51.5429,0.0958,0.0777,50.471,31.4626,65.9494,12.098,46.0949,31.3272,67.4451,8.2418,31.5789,33.1627,49.1546,47.5776,0.0911,0.094,64.8676,118.5885,100.0833,67.7355,98.8032,101.0852,1,2012-1196-1313
10,2,769.3992951,262.872397,5,6,2,2,0,0,159,76,184,81,21,12,21,12,8,13,5,8,1,1,264,52,471,157,27,6,27,6,47.7883,37.7158,65.6023,8.8567,49.1143,34.3949,69.9367,9.0047,37.2957,33.5829,52.8684,52.5424,0.0998,0.0605,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,65.4471,114.9153,99.7541,67.719,113.6034,89.514,0,2012-1242-1345
9,1,641.2848607,329.2250774,0,12,0,4,0,1,94,68,516,215,25,7,25,7,14,14,9,9,6,6,410,168,410,168,27,7,27,7,50,36.5625,71.9101,7.9602,44.3615,31.5663,72.1393,10.5027,36.488,25.6015,56.89,43.5435,0.1084,0.0822,52.1262,36.1664,69.8684,12.4013,42.4171,29.9301,70.4412,7.476,27.4988,36.0929,59.0625,52.4634,0.1095,0.0955,62.8375,109.1873,90.9367,65.5715,112.9404,86.7237,0,2012-1277-1387
11,3,600.5871225,521.2267102,0,7,0,1,0,0,22,12,300,167,22,12,22,12,5,7,2,2,1,1,183,81,251,123,23,8,23,8,49.3976,35.5476,70.4134,10.4895,45.6643,33.2394,70.8879,8.3703,26.1012,33.1776,59.0583,47.8065,0.0989,0.0945,51.3237,34.3689,69.771,13.3159,43.8642,27.6596,67.9549,7.4295,30.5457,32.9247,55.527,55.7576,0.0941,0.1024,68.1078,109.6757,98.0196,63.2546,108.2437,90.2266,1,2012-1301-1207
8,1,1511.19497,71.60491432,0,3,0,0,0,0,51,21,200,152,28,5,28,5,7,21,5,14,3,7,254,67,672,168,29,5,29,5,54.69,42.3929,72.6902,5.7869,47.6359,36.1331,67.5,8.744,34.9871,30.8105,63.1795,51.052,0.0712,0.0944,49.6566,33.4483,68.2213,13.9579,43.4672,31.9026,68.0529,6.8146,23.4533,35.4587,58.1129,46.4995,0.0933,0.0858,67.0368,117.5104,102.413,72.2329,115.7779,91.4402,0,2012-1314-1166
13,12,542.1003778,990.8570237,1,1,0,0,0,0,83,55,83,55,27,7,27,7,0,3,0,1,0,0,71,90,183,167,20,13,20,13,47.6948,33.9719,69.0541,8.1336,48.2877,29.9689,71.4286,10.0159,38.3635,35.5408,53.9261,53.6328,0.1407,0.0882,49.0295,31.1538,70.9622,10.2796,43.1743,30.6897,70.568,9.8734,30.4985,32.294,54.3742,56.1878,0.0933,0.1167,67.1738,104.4235,94.3952,59.8498,99.433,89.3699,1,2012-1325-1378
10,15,533.5556584,634.92173,2,2,1,1,0,0,71,29,71,29,21,12,21,12,1,1,0,0,0,0,93,62,93,62,26,7,26,7,48.7197,35.1297,69.475,10.1733,45.5162,30.5177,74.0437,8.558,25.2393,35.6138,52.1691,58.2126,0.0881,0.0947,49.3641,34.7458,76.6043,7.7586,45.9248,33.2248,70.5975,10.4928,36.0122,32.4868,49.827,55.443,0.1125,0.0804,67.5753,105.8775,95.3965,68.6088,107.3817,98.1931,1,2012-1462-1250
3,7,2350.618237,2836.961099,3,3,1,1,0,0,94,44,108,61,25,7,25,7,11,11,5,5,3,3,383,157,418,177,23,10,23,10,49.9652,33.7248,72.0818,8.7707,44.4285,31.6024,68.5127,10.4384,29.3163,32.6392,63.1121,58.1227,0.1226,0.1008,53.0875,38.0192,71.2857,8.8842,46.1265,34.1906,69.2557,9.3482,44.6081,31.9632,56.4549,51.5429,0.0958,0.0777,71.3801,109.9601,92.5226,64.8676,118.5885,100.0833,0,2012-1196-1266
4,1,2421.32742,2610.678518,8,16,3,9,1,5,271,105,625,233,26,9,26,9,14,14,9,9,6,6,410,168,410,168,27,7,27,7,47.1576,31.7872,68.7651,12.7561,42.234,30.2778,66.3185,9.3023,32.135,32.2436,55.244,52.8588,0.1297,0.1043,52.1262,36.1664,69.8684,12.4013,42.4171,29.9301,70.4412,7.476,27.4988,36.0929,59.0625,52.4634,0.1095,0.0955,67.6443,102.4523,86.5164,65.5715,112.9404,86.7237,1,2012-1257-1277
6,2,1187.501831,1033.034521,1,3,0,0,0,0,111,87,180,111,24,10,24,10,5,9,3,4,1,1,217,64,319,95,27,7,27,7,46.4011,34.076,64.3857,11.955,45.1477,32.2933,68.4502,8.3857,34.7767,31.0713,51.8398,54.7703,0.1239,0.0831,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,63.7372,107.6492,93.3723,67.907,116.1609,89.8828,0,2012-1326-1153
1,4,421.5404361,1497.947966,28,28,14,14,3,3,887,303,887,303,31,2,31,2,10,10,4,4,0,0,266,100,296,127,24,9,24,9,51.9489,34.8802,69.8166,19.3622,42.5209,31.4592,67.6056,6.7204,30.9833,36.1919,56.0636,62.5157,0.1393,0.0804,46.5455,36.7742,73.913,9.1304,41.9565,29.385,68.2657,7.6364,41.3333,24.1341,53.7014,40.3955,0.0851,0.0724,65.8899,113.5377,90.5279,58.9637,109.6301,89.7243,1,2012-1393-1458
3,10,1215.95648,599.868917,2,2,1,1,0,0,154,123,174,134,27,7,27,7,2,2,1,1,0,0,71,29,71,29,21,12,21,12,50.1752,37.9939,75.4362,12.1455,46.1818,33.6765,68.7045,8.5494,31.5588,33.09,56.4182,55.9028,0.1117,0.1016,48.7197,35.1297,69.475,10.1733,45.5162,30.5177,74.0437,8.558,25.2393,35.6138,52.1691,58.2126,0.0881,0.0947,66.4663,114.8636,94.6378,67.5753,105.8775,95.3965,1,2012-1124-1462
2,11,438.9855967,1067.471092,8,13,5,8,1,1,264,52,471,157,27,6,27,6,0,7,0,1,0,0,22,12,300,167,22,12,22,12,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,49.3976,35.5476,70.4134,10.4895,45.6643,33.2394,70.8879,8.3703,26.1012,33.1776,59.0583,47.8065,0.0989,0.0945,67.719,113.6034,89.514,68.1078,109.6757,98.0196,1,2012-1242-1301
4,1,631.2784028,475.2691641,0,5,0,1,0,1,53,74,243,170,25,8,25,8,2,13,2,9,1,3,96,14,541,154,32,2,32,2,51.539,43.1262,76.3403,8.4559,46.1765,34.8726,70.2346,10.3794,27.5415,31.5895,51.3172,44.392,0.0966,0.0999,52.6921,37.8151,72.2814,20.2367,39.645,31.7852,69.3811,8.046,26.468,28.9617,48.4489,47.2441,0.0909,0.0819,67.5074,117.8019,97.1647,65.6735,118.6576,89.2855,0,2012-1246-1231
1,13,1030.742322,704.620271,7,21,5,14,3,7,254,67,672,168,29,5,29,5,1,1,0,0,0,0,83,55,83,55,27,7,27,7,49.6566,33.4483,68.2213,13.9579,43.4672,31.9026,68.0529,6.8146,23.4533,35.4587,58.1129,46.4995,0.0933,0.0858,47.6948,33.9719,69.0541,8.1336,48.2877,29.9689,71.4286,10.0159,38.3635,35.5408,53.9261,53.6328,0.1407,0.0882,72.2329,115.7779,91.4402,67.1738,104.4235,94.3952,1,2012-1314-1325
7,4,2836.961099,2421.32742,11,11,5,5,3,3,383,157,418,177,23,10,23,10,8,16,3,9,1,5,271,105,625,233,26,9,26,9,53.0875,38.0192,71.2857,8.8842,46.1265,34.1906,69.2557,9.3482,44.6081,31.9632,56.4549,51.5429,0.0958,0.0777,47.1576,31.7872,68.7651,12.7561,42.234,30.2778,66.3185,9.3023,32.135,32.2436,55.244,52.8588,0.1297,0.1043,64.8676,118.5885,100.0833,67.6443,102.4523,86.5164,0,2012-1257-1196
2,1,1033.034521,421.5404361,5,9,3,4,1,1,217,64,319,95,27,7,27,7,28,28,14,14,3,3,887,303,887,303,31,2,31,2,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,51.9489,34.8802,69.8166,19.3622,42.5209,31.4592,67.6056,6.7204,30.9833,36.1919,56.0636,62.5157,0.1393,0.0804,67.907,116.1609,89.8828,65.8899,113.5377,90.5279,1,2012-1326-1393
2,1,438.9855967,1030.742322,8,13,5,8,1,1,264,52,471,157,27,6,27,6,7,21,5,14,3,7,254,67,672,168,29,5,29,5,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,49.6566,33.4483,68.2213,13.9579,43.4672,31.9026,68.0529,6.8146,23.4533,35.4587,58.1129,46.4995,0.0933,0.0858,67.719,113.6034,89.514,72.2329,115.7779,91.4402,1,2012-1242-1314
1,3,475.2691641,1215.95648,2,13,2,9,1,3,96,14,541,154,32,2,32,2,2,2,1,1,0,0,154,123,174,134,27,7,27,7,52.6921,37.8151,72.2814,20.2367,39.645,31.7852,69.3811,8.046,26.468,28.9617,48.4489,47.2441,0.0909,0.0819,50.1752,37.9939,75.4362,12.1455,46.1818,33.6765,68.7045,8.5494,31.5588,33.09,56.4182,55.9028,0.1117,0.1016,65.6735,118.6576,89.2855,66.4663,114.8636,94.6378,1,2012-1246-1124
2,2,1106.875248,1285.687796,8,13,5,8,1,1,264,52,471,157,27,6,27,6,5,9,3,4,1,1,217,64,319,95,27,7,27,7,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,67.719,113.6034,89.514,67.907,116.1609,89.8828,1,2012-1242-1326
4,1,998.416319,1031.112028,8,16,3,9,1,5,271,105,625,233,26,9,26,9,2,13,2,9,1,3,96,14,541,154,32,2,32,2,47.1576,31.7872,68.7651,12.7561,42.234,30.2778,66.3185,9.3023,32.135,32.2436,55.244,52.8588,0.1297,0.1043,52.6921,37.8151,72.2814,20.2367,39.645,31.7852,69.3811,8.046,26.468,28.9617,48.4489,47.2441,0.0909,0.0819,67.6443,102.4523,86.5164,65.6735,118.6576,89.2855,0,2012-1246-1257
2,1,1106.875248,1031.112028,8,13,5,8,1,1,264,52,471,157,27,6,27,6,2,13,2,9,1,3,96,14,541,154,32,2,32,2,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,52.6921,37.8151,72.2814,20.2367,39.645,31.7852,69.3811,8.046,26.468,28.9617,48.4489,47.2441,0.0909,0.0819,67.719,113.6034,89.514,65.6735,118.6576,89.2855,0,2012-1246-1242
16,16,511.4394074,563.8675412,1,2,0,0,0,0,62,67,165,173,14,20,14,20,0,5,0,0,0,0,20,16,363,322,20,16,20,16,44.9225,36.9707,73.7537,7.5235,48.5893,30.8544,69.891,10.241,34.5721,33.1237,51.6689,51.1656,0.0763,0.0999,45.4313,30.7132,65.6131,13.2091,43.4378,32.0495,65.645,11.1016,36.9752,38.1027,52.2207,57.1046,0.1016,0.1,65.9121,100.9509,108.9177,66.8342,91.1188,95.2278,0,2013-1299-1251
11,11,1740.600249,474.7321688,4,4,1,1,0,0,263,124,263,124,28,6,28,6,1,3,0,0,0,0,207,138,278,188,27,5,27,5,52.3077,37.3219,72.9769,7.5517,43.9587,36.6864,72.1966,7.9487,37.5,28.7252,55.1487,48.8498,0.0912,0.0967,49.2251,37.7871,69.5652,11.006,43.8521,30.2583,63.3745,7.0111,26.1178,31.7889,56.7217,46.2908,0.106,0.0984,64.8089,113.3361,96.6889,65.0828,104.2118,90.9321,1,2013-1388-1292
16,16,482.0347769,872.5414385,0,0,0,0,0,0,88,81,161,131,21,14,21,14,1,1,0,0,0,0,19,13,19,13,19,13,19,13,46.23,33.5987,69.888,13.5069,46.9487,34.7484,69.5355,8.4539,32.3545,34.1019,51.7115,57.0175,0.117,0.0821,53.0111,38.0216,69.0805,8.2744,51.1315,37.1835,67.6971,9.9842,33.8921,30.8895,56.2842,54.1754,0.0968,0.0976,64.4803,97.4966,98.7705,69.6489,109.6115,110.5083,1,2013-1241-1254
13,13,771.3501133,2675.780332,0,0,0,0,0,0,140,137,265,248,21,9,21,9,1,1,0,0,0,0,55,40,55,40,20,10,20,10,49.2718,37.6978,73.719,8.2524,50.6241,30.2128,68.1985,10.6796,35.9917,24.5816,55.2239,50,0.1155,0.0874,48.3721,38.6598,74.5975,5.1742,51.0032,34.7518,71.0031,8.3721,35.1237,37.3263,50.0671,56.4065,0.0979,0.0898,66.4892,107.9554,96.5155,66.3631,111.3948,97.3042,1,2013-1247-1129
6,11,950.7942246,2236.188836,1,5,1,3,0,0,94,42,214,89,25,7,25,7,5,5,0,0,0,0,273,164,273,164,26,6,26,6,50.5795,37.1034,74.9307,10.1515,43.4091,35.8234,71.0652,9.2715,37.5065,30.8539,54.0909,49.2347,0.0997,0.0916,56.9231,37.2464,73.3686,7.8394,46.6539,33.4975,70.5882,11.7308,39.8844,36.7976,56.6549,53.4682,0.1382,0.0958,66.9529,111.8518,94.4586,67.318,108.772,95.5176,1,2013-1112-1125
6,11,248.1649255,729.0337808,4,4,2,2,2,2,165,48,165,48,26,8,26,8,1,1,0,0,0,0,99,64,99,64,28,5,28,5,50.2496,34.3284,69.6379,6.6718,45.3221,33.2162,70.4579,9.2346,35.7906,30.3791,53.4772,48.3333,0.088,0.1012,48.2681,35.8314,74.6006,10.7114,41.0871,30.5206,70.8098,5.7229,24.3305,30.8075,55.7935,48.538,0.0542,0.0731,64.4198,107.7735,94.3603,63.2109,105.3449,92.6726,1,2013-1139-1137
12,5,67.84408761,616.4159297,3,15,0,3,0,1,108,58,654,303,20,11,20,11,1,1,0,0,0,0,51,18,51,18,25,9,25,9,48.8128,30.2483,71.453,11.3821,41.6851,33.6299,68.8103,7.1927,23.6267,29.3473,56.1825,51.1288,0.0872,0.089,48.9764,32.6409,70.4482,14.5803,42.6362,31.5873,69.1002,6.6142,34.6708,31.6901,64.0143,50.6427,0.102,0.0952,65.8817,104.48,93.9141,68.7702,103.9361,89.3177,1,2013-1143-1424
9,8,370.9373893,911.0308171,1,2,0,0,0,0,53,15,182,116,23,10,23,10,0,4,0,1,0,0,25,8,427,266,25,8,25,8,51.4514,33.8583,74.3626,9.077,44.0885,33.2386,68.5619,7.9826,31.545,34.938,51.0823,46.0591,0.098,0.0929,48.4258,34.0637,71.0754,5.7745,47.1127,34.1121,69.5721,8.096,27.342,37.0456,50.4284,44.3383,0.0683,0.0814,67.4153,112.3819,95.1646,64.9916,116.8317,98.5224,0,2013-1161-1281
16,1,2180.195495,885.6323077,0,0,0,0,0,0,40,23,40,23,23,9,23,9,13,13,4,4,0,0,373,92,373,92,31,2,31,2,45.967,36.6606,68.7107,10.8486,40.5074,29.9799,67.1902,8.552,34.8734,30.3049,47.7037,42.3203,0.1063,0.0771,55.0078,36.5025,70.9974,8.0318,42.1006,32.9149,67.87,8.6072,31.5479,38.7568,54.6841,47.6858,0.1205,0.0965,64.8866,96.2585,96.8808,64.6243,118.3677,91.9256,0,2013-1211-1380
14,3,3363.823536,780.7501209,1,2,0,1,0,0,111,65,287,204,19,9,19,9,2,6,0,1,0,0,155,51,385,205,29,5,29,5,51.5487,39.7849,72.6068,10.4788,48.8708,33.2574,72.4638,10.177,33.9664,28.3959,57.2965,49.4905,0.1115,0.0982,46.1214,35.1351,72.1351,11.3176,42.0608,34.5598,67.4,8.516,34.6556,39.126,65.7552,57.8187,0.0965,0.0829,64.3967,106.119,99.9871,64.8457,108.9021,89.2537,1,2013-1217-1307
1,16,771.7708061,1345.664632,9,17,4,10,2,6,304,111,658,239,29,5,29,5,0,5,0,0,0,0,20,16,363,322,20,16,20,16,50.8075,33.2851,70.8696,12.0603,43.3597,31.7529,65.7534,8.1366,30.0304,33.3174,55.7252,49.697,0.1593,0.083,45.4313,30.7132,65.6131,13.2091,43.4378,32.0495,65.645,11.1016,36.9752,38.1027,52.2207,57.1046,0.1016,0.1,67.2329,112.1925,83.7994,66.8342,91.1188,95.2278,1,2013-1257-1299
3,14,627.8852203,429.8216365,4,4,2,2,0,0,119,53,133,70,23,8,23,8,6,6,1,1,0,0,452,278,452,278,26,7,26,7,51.5961,29.5775,72.9801,9.9838,44.8864,32.3188,68.1967,9.7996,26.9523,35.9001,57.3634,59.5361,0.1027,0.1018,52,36.6071,79.5588,7.1318,44.2636,32.0961,72.327,8.8372,38.4659,26.2014,56.1491,41.2256,0.0862,0.0853,64.9445,112.1973,94.3506,65.2014,111.0079,100.7357,1,2013-1266-1172
6,11,904.8603623,118.5115914,2,2,0,0,0,0,105,33,105,33,30,4,30,4,4,4,1,1,0,0,263,124,263,124,28,6,28,6,51.1156,37.1622,66.0182,16.2791,43.7632,32.9564,67.6512,8.046,28.5852,30.3729,61.9877,50.0606,0.1274,0.1055,52.3077,37.3219,72.9769,7.5517,43.9587,36.6864,72.1966,7.9487,37.5,28.7252,55.1487,48.8498,0.0912,0.0967,69.666,107.0489,90.9759,64.8089,113.3361,96.6889,1,2013-1272-1388
4,13,3276.14432,2239.395096,3,7,0,2,0,0,117,84,410,259,26,7,26,7,1,1,0,0,0,0,121,130,121,130,25,9,25,9,53.3934,37.8667,70.305,7.3324,47.5559,32.5967,68.5072,8.3102,34.1841,33.5807,51.7536,52.7808,0.0953,0.0835,50.495,38.8976,77.2569,5.8621,49.7414,35.828,68.578,7.7408,36.3688,35.123,54.9505,50.8728,0.0778,0.0957,64.9809,118.0446,96.465,64.1128,111.1901,104.0986,1,2013-1276-1355
3,14,1820.955131,1573.740782,15,15,10,10,6,6,437,177,437,177,25,8,25,8,0,0,0,0,0,0,48,19,48,19,26,7,26,7,50.4077,34.0594,70.7965,11.0659,44.2636,30.0623,66.9967,8.8955,27.2384,34.3132,53.4038,51.0176,0.1248,0.1128,55.668,37.1212,73.5465,8.5023,44.5398,33.8462,72.5,8.4008,40.0485,26.1946,57.1069,49.5172,0.1004,0.1069,64.3999,110.5066,89.6802,65.9264,109.6939,98.7489,1,2013-1277-1434
12,5,3192.513655,1392.259985,0,8,0,0,0,0,71,36,481,279,26,8,26,8,2,3,0,0,0,0,104,63,227,178,24,8,24,8,49.0541,33.2756,70.4574,10.2098,44.8951,33.3882,67.5994,7.1102,27.346,29.8332,51.2712,47.4556,0.1213,0.0958,49.529,31.5517,74.5672,12.8418,42.4192,32.3296,68.6822,7.2998,31.2837,34.3308,48.8943,46.3687,0.1096,0.0875,68.8999,102.9085,90.2573,67.6554,107.6637,90.3122,1,2013-1332-1329
13,4,2363.805729,742.1573281,2,2,0,0,0,0,126,78,126,78,24,10,24,10,0,4,0,0,0,0,27,6,380,355,27,6,27,6,49.7771,31.829,65.704,14.2216,43.1886,33.8681,71.134,8.1724,23.8257,29.573,48.2587,47.3272,0.0856,0.0927,50.0418,34.0357,70.4261,8.3079,44.0549,33.0526,65.44,10.3766,34.0508,26.5809,56.0644,54.0136,0.1172,0.09,65.1106,103.2866,94.9228,65.1178,106.3669,87.9585,0,2013-1387-1308
4,13,3888.763741,1242.078537,29,29,15,15,3,3,916,313,916,313,26,9,26,9,2,2,0,0,0,0,141,77,141,77,25,6,25,6,48.4659,33.477,67.497,19.3146,42.6791,28.341,67.3228,8.015,30.3532,40.3346,55.8093,67.6322,0.1372,0.1059,51.9628,36.3636,76.4992,8.2155,47.9682,33.3333,70.4467,7.9545,36.2319,30.1666,52.4893,48.8669,0.088,0.0916,64.5188,113.0001,93.1225,63.8409,103.8571,100.7899,1,2013-1393-1285
12,5,3472.351525,3885.129632,2,2,0,0,0,0,210,93,230,127,26,6,26,6,2,2,1,1,1,1,110,36,110,36,26,8,26,8,52.0906,32.8267,64.0719,14.3429,42.7083,32.6296,71.521,8.2753,36.4341,29.4517,57.7396,50.2134,0.1034,0.1053,50.5198,35.125,70.1046,8.9052,50.0817,32.9451,68.3424,8.7318,35.6665,32.9315,51.5842,51.0481,0.1697,0.0861,66.6238,105.1566,92.8759,68.4232,111.4942,94.8571,0,2013-1433-1103
9,8,1299.081213,2680.942917,1,8,0,0,0,0,135,69,329,152,26,8,26,8,8,8,3,3,0,0,262,85,262,85,24,8,24,8,49.6074,33.8562,69.9115,13.5051,43.6378,32.2057,71.447,8.2798,35.3186,36.5842,55.5556,51.4429,0.1142,0.087,51.5291,34.9036,66.8168,12.6815,44.0465,30.4425,72.3368,9.4037,26.3099,35.3567,63.6798,53.429,0.1081,0.0898,64.559,107.2784,92.8915,60.1872,113.6168,90.9569,1,2013-1455-1338
7,10,1756.098244,806.3364326,1,4,0,0,0,0,79,29,228,160,27,7,27,7,2,4,1,1,0,0,135,99,204,123,22,11,22,11,55.7018,41.3747,75.9317,6.6426,45.4874,31.2046,68.0812,7.807,39.4261,33.2208,64.6497,51.1243,0.0743,0.1017,45.4619,31.5501,64.6552,16.1365,42.2808,30.427,66.5017,8.752,37.137,30.362,52.4652,53.7709,0.1076,0.0879,64.9974,116.5534,97.2293,64.2905,103.2159,89.8488,1,2013-1166-1153
2,15,549.6715262,324.2902958,28,28,20,20,11,11,881,237,954,296,27,5,27,5,2,2,0,0,0,0,172,190,172,190,24,10,24,10,50.8475,39.9408,73.8693,9.006,46.1641,29.0381,72.4292,8.1061,33.2514,26.878,53.5417,40.0235,0.0944,0.0729,46.7178,37.0435,73.7143,5.8775,47.5993,33.125,65.5642,10.1449,32.8947,34.632,51.774,46.6328,0.0871,0.0962,67.9144,117.2188,93.7064,63.1262,100.0872,98.3143,1,2013-1181-1107
15,2,1619.365269,200.5505389,0,0,0,0,0,0,39,27,39,27,24,10,24,10,6,8,2,2,1,1,209,88,277,130,25,6,25,6,52.3336,33.4307,66.9044,10.5012,46.9372,31.2827,69.289,8.4162,34.3876,37.8031,53.2311,56.4536,0.1254,0.1017,50.2291,35.2612,67.9466,11.2948,41.4141,30.7143,66.6667,9.6242,32.9441,33.96,64.3148,56.6613,0.1183,0.0995,68.6871,102.1036,99.4723,61.8791,105.971,85.3144,1,2013-1195-1207
14,3,1494.900943,1453.101718,2,2,0,0,0,0,223,212,223,212,23,8,23,8,12,12,6,6,3,3,412,165,447,185,26,7,26,7,50.0416,30.9804,69.0856,10.0241,46.7522,33.9492,62.9412,5.6619,29.8071,25.7738,53.2279,48.4932,0.1239,0.0942,54.2763,37.831,67.6282,9.4192,41.7582,30.9791,65.0794,7.8947,39.4724,32.8413,56.25,50.8966,0.1138,0.0932,72.8967,105.7153,103.1156,62.4927,113.9367,87.1551,0,2013-1196-1322
10,7,1153.873044,1255.300731,1,1,0,0,0,0,69,37,125,103,21,11,21,11,0,2,0,1,0,0,22,12,107,68,22,12,22,12,46.9709,34.4294,68.5792,8.6207,44.7455,32,69.2784,10.1495,28.915,36.4964,42.3226,46.814,0.1046,0.1014,47.4576,31.8343,72.293,11.3523,47.0785,34.255,70.5357,8.9831,41.7284,35.2082,42.4608,53.3672,0.1033,0.0859,64.9766,104.0345,91.7783,65.9896,107.5025,94.662,0,2013-1228-1160
